time,to,ti,gas,hum,press,alt,accx,accy,accz,gyrox,gyroy,gyroz,magnx,magny,magnz,vbus,ibus,pbus,tc
2021-12-08 15:11:08,12.88,21.4,17960,10.57,823.44,1715.74,-8.04,3.3,-3.89,-0.12,0.1,-0.1,24.45,18.45,-26.25,5.0,658.7,3.32,49.6
2021-12-08 15:11:38,12.79,21.34,18642,10.67,823.55,1714.73,-8.08,4.8,-4.92,0.19,-0.35,0.11,29.55,17.7,-21.75,4.96,737.5,3.28,48.7
2021-12-08 15:12:08,12.72,21.27,19226,10.66,823.52,1714.94,-5.91,6.46,-2.56,0.49,-0.42,0.07,18.3,25.5,-24.9,4.99,663.0,3.2,49.1
2021-12-08 15:12:39,12.69,21.19,19811,10.64,823.49,1715.27,-8.12,4.73,-2.37,-0.24,0.29,0.02,25.8,17.85,-16.8,5.04,608.7,2.97,48.7
2021-12-08 15:13:09,12.61,21.1,20491,10.63,823.44,1715.73,-6.16,6.55,-1.91,0.75,-0.6,0.17,23.55,22.05,-15.6,4.98,599.8,3.28,48.2
2021-12-08 15:13:39,12.57,21.0,20997,10.65,823.45,1715.69,-7.97,6.49,-3.8,0.09,-0.1,0.17,20.85,23.85,-20.4,5.03,602.5,3.14,48.7
2021-12-08 15:14:09,12.52,20.91,21486,10.79,823.44,1715.76,-7.92,5.77,-3.37,0.11,-0.08,-0.11,27.15,18.75,-17.7,5.04,593.0,2.97,47.7
2021-12-08 15:14:40,12.48,20.82,21912,10.99,823.44,1715.8,-7.47,5.71,-3.14,0.44,-0.57,0.08,26.55,19.35,-18.3,5.03,583.1,3.0,47.7
2021-12-08 15:15:10,12.45,20.73,22401,11.08,823.42,1715.93,-7.76,4.97,-3.72,-0.1,0.05,0.01,31.8,12.9,-12.6,4.98,784.8,4.17,48.2
2021-12-08 15:15:40,12.41,20.65,22607,11.14,823.44,1715.76,-8.3,4.79,-2.36,-0.16,0.13,0.0,27.3,19.35,-14.7,4.95,620.2,3.1,47.7
2021-12-08 15:16:11,12.39,20.57,24069,11.23,823.39,1716.25,-7.43,5.44,-2.48,0.11,-0.17,0.05,22.95,20.4,-15.0,5.04,900.0,4.29,46.7
2021-12-08 15:16:41,12.38,20.48,24577,11.13,823.36,1716.57,-7.71,5.2,-3.04,0.12,-0.15,-0.0,23.4,20.4,-16.05,5.04,596.2,3.0,47.2
2021-12-08 15:17:11,12.34,20.39,25050,11.13,823.32,1716.94,-8.29,5.04,-1.2,-0.86,0.67,-0.11,20.4,23.1,-18.45,5.03,621.6,3.07,47.7
2021-12-08 15:17:41,12.31,20.28,25337,11.2,823.29,1717.2,-8.81,4.19,-1.16,0.4,-0.4,0.08,32.55,4.8,-42.0,5.01,620.9,3.21,47.7
2021-12-08 15:18:12,12.3,20.17,25839,11.51,823.28,1717.32,-8.16,5.13,-1.85,-0.35,0.27,-0.02,27.9,17.25,-9.0,5.0,893.2,4.35,47.7
